icao,name,email,phone
TXU,ATESA Aerotaxis Ecuatorianos,atesaaerotaxisecuatorianos@email.com,1496
TXX,Austin Express,austinexpress@email.com,1497
AUD,Audi Air,audiair@email.com,1498
AUF,Augusta Air Luftfahrtunternehmen,augustaairluftfahrtunternehmen@email.com,1499
AUH,Abu Dhabi Amiri Flight,abudhabiamiriflight@email.com,1500
AUL,Aeroflot-Nord,aeroflot-nord@email.com,1501
AUM,Air Atlantic Uruguay,airatlanticuruguay@email.com,1502
AUN,Aviones Unidos,avionesunidos@email.com,1503
AUP,Avia Business Group,aviabusinessgroup@email.com,1504
SVE,Aero Servicios Expecializados,aeroserviciosexpecializados@email.com,1505
AUR,Aurigny Air Services,aurignyairservices@email.com,1506
AUS,Aus-Air,aus-air@email.com,1507
AUT,Austral Lineas Aereas,australlineasaereas@email.com,1508
AUU,Aurora Aviation,auroraaviation@email.com,1509
AUX,Air Uganda International Ltd.,airugandainternationalltd.@email.com,1510
AUY,Aerolineas Uruguayas,aerolineasuruguayas@email.com,1511
AUZ,Australian Airlines,australianairlines@email.com,1512
AVA,Avianca - Aerovias Nacionales de Colombia,avianca-aeroviasnacionalesdecolombia@email.com,1513
AVB,Aviation Beaufort,aviationbeaufort@email.com,1514
AVD,Alamo Aviacion,alamoaviacion@email.com,1515
AVF,Aviair Aviation Ltd.,aviairaviationltd.@email.com,1516
AVG,Air Falcon,airfalcon@email.com,1517
AVH,AV8 Helicopters,av8helicopters@email.com,1518
AVJ,Avia Traffic Company,aviatrafficcompany@email.com,1519
AVK,AV8 Helicopters,av8helicopters@email.com,1520
AVM,Aviacion Ejecutiva Mexicana,aviacionejecutivamexicana@email.com,1521
AVN,Air Vanuatu,airvanuatu@email.com,1522
AVO,Aviation at Work,aviationatwork@email.com,1523
AVP,Avcorp Registrations,avcorpregistrations@email.com,1524
LFP,Alfa Aerospace,alfaaerospace@email.com,1525
LFR,Atlantic Airfreight Aviation,atlanticairfreightaviation@email.com,1526
LFT,Aerolift Company,aeroliftcompany@email.com,1527
AVQ,Aviation Services,aviationservices@email.com,1528
AVR,Active Aero Charter,activeaerocharter@email.com,1529
AVS,Avialsa T-35,avialsat-35@email.com,1530
AVT,Asia Avia Airlines,asiaaviaairlines@email.com,1531
AVU,Avia Sud A,aviasuda@email.com,1532
AVV,Airvantage Incorporated,airvantageincorporated@email.com,1533
AVW,Aviator Airways,aviatorairways@email.com,1534
AVX,Aviapaslauga,aviapaslauga@email.com,1535
XXX,ASL,asl@email.com,1536
YRG,Air Yugoslavia,airyugoslavia@email.com,1537
ZAK,Airlink Zambia,airlinkzambia@email.com,1538
ZZM,Agence Nationale des Aerodromes et de la Meteorologie,agencenationaledesaerodromesetdelameteorologie@email.com,1539
BGA,Airbus Transport International,airbustransportinternational@email.com,1540
BGD,Air Bangladesh,airbangladesh@email.com,1541
BGF,Aviodetachment-28,aviodetachment-28@email.com,1542
BGG,Aero BG,aerobg@email.com,1543
BHC,Aerotaxis De La Bahia,aerotaxisdelabahia@email.com,1544
BIE,Air Mediterranee,airmediterranee@email.com,1545
BIV,Aviaservice,aviaservice@email.com,1546
SZA,Aerolineas De El Salvador,aerolineasdeelsalvador@email.com,1547
SZL,Swaziland Airlink,swazilandairlink@email.com,1548
TAH,Air Moorea,airmoorea@email.com,1549
AVY,Aerovaradero,aerovaradero@email.com,1550
AVZ,Air Valencia,airvalencia@email.com,1551
AWB,Airways International,airwaysinternational@email.com,1552
AWK,Airwork,airwork@email.com,1553
AWL,Australian Wetleasing,australianwetleasing@email.com,1554
AWN,Air Niamey,airniamey@email.com,1555
AWO,Awood Air Ltd.,awoodairltd.@email.com,1556
AWR,Arctic Wings And Rotors Ltd.,arcticwingsandrotorsltd.@email.com,1557
ISM,Auo Airclub AIST-M,auoairclubaist-m@email.com,1558
AWS,Arab Wings,arabwings@email.com,1559
AWT,Air West,airwest@email.com,1560
AWU,Aeroline GmbH,aerolinegmbh@email.com,1561
AWV,Airwave Transport,airwavetransport@email.com,1562
AWW,Air Wales,airwales@email.com,1563
AWY,Aeroway,aeroway@email.com,1564
FWI,Air Caraïbes,aircaraïbes@email.com,1565
AWZ,AirWest,airwest@email.com,1566
AXB,Air India Express,airindiaexpress@email.com,1567
AXD,Air Express,airexpress@email.com,1568
AXF,Asian Express Airlines,asianexpressairlines@email.com,1569
AXH,Aeromexhaga,aeromexhaga@email.com,1570
AXI,Aeron International Airlines,aeroninternationalairlines@email.com,1571
AXK,African Express Airways,africanexpressairways@email.com,1572
AXL,Air Exel,airexel@email.com,1573
AXM,AirAsia,airasia@email.com,1574
AXN,Alexandair,alexandair@email.com,1575
AXP,Aeromax,aeromax@email.com,1576
AXQ,Action Airlines (Action Air Charter),actionairlines(actionaircharter)@email.com,1577
BNI,Alberni Airways,alberniairways@email.com,1578
BNZ,Aerolineas Bonanza,aerolineasbonanza@email.com,1579
BOC,Aerobona,aerobona@email.com,1580
BOI,Aboitiz Air,aboitizair@email.com,1581
AXR,Axel Rent,axelrent@email.com,1582
AXS,Altus Airlines,altusairlines@email.com,1583
AXV,Aviaxess,aviaxess@email.com,1584
AXX,Avioimpex A.D.p.o.,avioimpexa.d.p.o.@email.com,1585
AXY,Axis Airways,axisairways@email.com,1586
AYD,Aladia Airlines,aladiaairlines@email.com,1587
AYK,Aykavia Aircompany,aykaviaaircompany@email.com,1588
AYM,Airman,airman@email.com,1589
AYN,Atlantic Airlines,atlanticairlines@email.com,1590
AYS,Awsaj Aviation Services,awsajaviationservices@email.com,1591
AYT,Ayeet Aviation & Tourism,ayeetaviation&tourism@email.com,1592
AYZ,Atlant-Soyuz Airlines,atlant-soyuzairlines@email.com,1593
AZA,Alitalia,alitalia@email.com,1594
AZB,Azamat,azamat@email.com,1595
AZE,Arcus-Air Logistic,arcus-airlogistic@email.com,1596
AZF,Air Zermatt AG,airzermattag@email.com,1597
AZK,Azalhelikopter,azalhelikopter@email.com,1598
AZL,Africa One,africaone@email.com,1599
AZM,Aerocozumel,aerocozumel@email.com,1600
AZN,Amaszonas,amaszonas@email.com,1601
AZP,Arizona Pacific Airways,arizonapacificairways@email.com,1602
AZS,Aviacon Zitotrans Air Company,aviaconzitotransaircompany@email.com,1603
AZT,Azimut,azimut@email.com,1604
AZV,Azov Avia Airlines,azovaviaairlines@email.com,1605
AZW,Air Zimbabwe,airzimbabwe@email.com,1606
MHC,Aero Jomacha,aerojomacha@email.com,1607
MHS,Air Memphis,airmemphis@email.com,1608
MHU,Air Memphis,airmemphis@email.com,1609
MKH,Air Marrakech Service,airmarrakechservice@email.com,1610
AZX,Air Max Africa,airmaxafrica@email.com,1611
AZY,Arizona Airways,arizonaairways@email.com,1612
AZZ,Azza Transport,azzatransport@email.com,1613
NAR,Air Continental Inc,aircontinentalinc@email.com,1614
NAU,Antanik-Air,antanik-air@email.com,1615
NER,Air Newark,airnewark@email.com,1616
NFF,Aircraft Support and Services,aircraftsupportandservices@email.com,1617
OBA,Aerobanana,aerobanana@email.com,1618
OBK,Amako Airlines,amakoairlines@email.com,1619
OCA,Aserca Airlines,asercaairlines@email.com,1620
NFS,Afrique CArgo Service Senegal,afriquecargoservicesenegal@email.com,1621
NGC,Angoservice,angoservice@email.com,1622
NGE,Angel Airlines,angelairlines@email.com,1623
NGF,Angel Flight America,angelflightamerica@email.com,1624
OUL,Air Atonabee,airatonabee@email.com,1625
OVA,Aero Nova,aeronova@email.com,1626
XPE,Amira Air,amiraair@email.com,1627
XSS,Aero Express Intercontinental,aeroexpressintercontinental@email.com,1628
XTJ,Advance Aviation Services,advanceaviationservices@email.com,1629
TLR,Air Libya Tibesti,airlibyatibesti@email.com,1630
OVC,Aerovic,aerovic@email.com,1631
RVE,Airventure,airventure@email.com,1632
RVI,Aero Servicios,aeroservicios@email.com,1633
RVL,Airvallee,airvallee@email.com,1634
OVE,Aeromover,aeromover@email.com,1635
OVI,Aerovias Ejecutivas,aeroviasejecutivas@email.com,1636
PTD,Aero Servicio Pity,aeroserviciopity@email.com,1637
PTE,Aero Copter,aerocopter@email.com,1638
SDM,Rossiya-Russian Airlines,rossiya-russianairlines@email.com,1639
PLL,Air Pal,airpal@email.com,1640
PLM,Air Pullmantur,airpullmantur@email.com,1641
AEH,Aviaexpress,aviaexpress@email.com,1642
PSG,Aviones Para Servirle,avionesparaservirle@email.com,1643
SLU,Avio Sluzba,aviosluzba@email.com,1644
SCU,Air Scorpio,airscorpio@email.com,1645
SIP,Air Spirit,airspirit@email.com,1646
BMV,Alatau Airlines,alatauairlines@email.com,1647
GUG,Aviateca,aviateca@email.com,1648
PXX,Aroostook Aviation,aroostookaviation@email.com,1649
PYC,Aeropycsa,aeropycsa@email.com,1650
PVK,Association of Private Pilots of Kazakhstan,associationofprivatepilotsofkazakhstan@email.com,1651
BAH,The Amiri Flight,theamiriflight@email.com,1652
BAS,Aero Services,aeroservices@email.com,1653
BBE,Ababeel Aviation,ababeelaviation@email.com,1654
BBT,Air Bashkortostan,airbashkortostan@email.com,1655
MCY,Ambulance Air Africa,ambulanceairafrica@email.com,1656
EGF,American Eagle Airlines,americaneagleairlines@email.com,1657
PUE,Aeropuelche,aeropuelche@email.com,1658
PUT,Aeroput,aeroput@email.com,1659
AZI,Azzurra Air,azzurraair@email.com,1660
,Airshop,airshop@email.com,1661
,African Transport Trading and Investment Company,africantransporttradingandinvestmentcompany@email.com,1662
VUE,AD Aviation,adaviation@email.com,1663
XCT,Aero Costa Taxi Aereo,aerocostataxiaereo@email.com,1664
VRO,Aerovitro,aerovitro@email.com,1665
VRI,Aerotaxi Villa Rica,aerotaxivillarica@email.com,1666
VEG,Aerovega,aerovega@email.com,1667
VVG,Aerovilla,aerovilla@email.com,1668
VLR,Aerolineas Villaverde,aerolineasvillaverde@email.com,1669
WIL,Aero Air,aeroair@email.com,1670
VEJ,Aero Ejecutivos,aeroejecutivos@email.com,1671
WAB,Aero Industries Inc,aeroindustriesinc@email.com,1672
VNG,Aero Servicios Vanguardia,aeroserviciosvanguardia@email.com,1673
VAD,Aero Taxi Los Valles,aerotaxilosvalles@email.com,1674
VMR,Aero Vilamoura,aerovilamoura@email.com,1675
VLS,Aero Virel,aerovirel@email.com,1676
XAA,Aeronautical Radio Inc,aeronauticalradioinc@email.com,1677
VUO,Aerovuelox,aerovuelox@email.com,1678
VTM,Aeronaves TSM,aeronavestsm@email.com,1679
VUN,Air Ivoire,airivoire@email.com,1680
BOT,Air Botswana,airbotswana@email.com,1681
XPR,Air-Rep,air-rep@email.com,1682
XLL,Air Excel,airexcel@email.com,1683
VAE,Air Evans,airevans@email.com,1684
WHY,Air Sorel,airsorel@email.com,1685
WDR,Air Net Private Charter,airnetprivatecharter@email.com,1686
XEC,Air Executive Charter,airexecutivecharter@email.com,1687
UPA,Air Foyle,airfoyle@email.com,1688
VTY,Air Midwest,airmidwest@email.com,1689
VTA,Air Tahiti,airtahiti@email.com,1690
URG,Air Urga,airurga@email.com,1691
VDR,Air Vardar,airvardar@email.com,1692
VIM,Air VIA,airvia@email.com,1693
WLR,Air Walser,airwalser@email.com,1694
URA,Aircompany Rosavia,aircompanyrosavia@email.com,1695
XLB,Aircraft Performance Group,aircraftperformancegroup@email.com,1696
WLA,Airwaves Airlink,airwavesairlink@email.com,1697
XFX,Airways Corporation of New Zealand,airwayscorporationofnewzealand@email.com,1698
WAY,Airways,airways@email.com,1699
WGS,Airwings oy,airwingsoy@email.com,1700
XAK,Airkenya,airkenya@email.com,1701
WPK,Air-Lift Associates,air-liftassociates@email.com,1702
VAB,Airtrans Ltd,airtransltd@email.com,1703
URP,ARP 410 Airlines,arp410airlines@email.com,1704
WPR,Auckland Regional Rescue Helicopter Trust,aucklandregionalrescuehelicoptertrust@email.com,1705
URR,Aurora Airlines,auroraairlines@email.com,1706
UST,Austro Aereo,austroaereo@email.com,1707
WLT,Aviation Partners,aviationpartners@email.com,1708
VLV,Avialift Vladivostok,avialiftvladivostok@email.com,1709
VME,Aviacion Comercial de America,aviacioncomercialdeamerica@email.com,1710
VVA,Aviast Air,aviastair@email.com,1711
WLV,Aviation North,aviationnorth@email.com,1712
WTA,Africa West,africawest@email.com,1713
VNT,Avient Air Zambia,avientairzambia@email.com,1714
VZR,Aviazur,aviazur@email.com,1715
VID,Aviaprad,aviaprad@email.com,1716
VXG,Avirex,avirex@email.com,1717
VXX,Aviaexpress Aircompany,aviaexpressaircompany@email.com,1718
XAM,AMR Services Corporation,amrservicescorporation@email.com,1719
XAO,Airline Operations Services,airlineoperationsservices@email.com,1720
VAZ,Airlines 400,airlines400@email.com,1721
VAS,ATRAN Cargo Airlines,atrancargoairlines@email.com,1722
VAM,Ameravia,ameravia@email.com,1723
VAV,Angkor Air,angkorair@email.com,1724
VBC,AVB-2004 Ltd,avb-2004ltd@email.com,1725
XKX,ASECNA,asecna@email.com,1726
XAT,AT and T Aviation Division,atandtaviationdivision@email.com,1727
VAI,Avalair,avalair@email.com,1728
VRT,Averitt Air Charter,averittaircharter@email.com,1729
AVE,Avensa,avensa@email.com,1730
VLI,Avolar Aerolineas,avolaraerolineas@email.com,1731
VSA,Avstar Aviation,avstaraviation@email.com,1732
VSC,AVESCA,avesca@email.com,1733
XAV,Aviaprom Enterprises,aviapromenterprises@email.com,1734
VTT,Avia Trans Air Transport,aviatransairtransport@email.com,1735
VSR,Aviostart AS,aviostartas@email.com,1736
VTG,Aviacao Transportes Aereos e Cargas,aviacaotransportesaereosecargas@email.com,1737
XJA,Assistance Aeroportuaire de L'Aeroport de Paris,assistanceaeroportuairedel'aeroportdeparis@email.com,1738
XFS,American Flight Service Systems,americanflightservicesystems@email.com,1739
XXV,AASANA,aasana@email.com,1740
XME,Australian air Express,australianairexpress@email.com,1741
XMG,AMS Group,amsgroup@email.com,1742
CAJ,Air Caraibes Atlantique,aircaraibesatlantique@email.com,1743
CAO,Air China Cargo,airchinacargo@email.com,1744
CBE,Aerovias Caribe,aeroviascaribe@email.com,1745
CBO,Aerotaxi del Cabo,aerotaxidelcabo@email.com,1746
CBS,Air Columbus,aircolumbus@email.com,1747
CBV,Aero Cabo,aerocabo@email.com,1748
CCA,Air China,airchina@email.com,1749
CDA,Aerocardal,aerocardal@email.com,1750
CDP,Aero Condor Peru,aerocondorperu@email.com,1751
CDU,Aerotrans,aerotrans@email.com,1752
CDV,Airline Skol,airlineskol@email.com,1753
CFF,Aerofan,aerofan@email.com,1754
CFM,ACEF,acef@email.com,1755
CFR,Africa One,africaone@email.com,1756
CFV,Aero Calafia,aerocalafia@email.com,1757
CGB,Air Cargo Belize,aircargobelize@email.com,1758
CGV,Aero Clube Do Algarve,aeroclubedoalgarve@email.com,1759
CGW,Air Great Wall,airgreatwall@email.com,1760
CHJ,Aircompany Chaika,aircompanychaika@email.com,1761
CHR,Air Charter Services,aircharterservices@email.com,1762
CHV,Air Charter Professionals,aircharterprofessionals@email.com,1763
CID,Asia Continental Airlines,asiacontinentalairlines@email.com,1764
CIR,Arctic Circle Air Service,arcticcircleairservice@email.com,1765
CKL,Aviation Charter Services,aviationcharterservices@email.com,1766
CLL,Aerovias Castillo,aeroviascastillo@email.com,1767
CLP,Aero Club De Portugal,aeroclubdeportugal@email.com,1768
CMF,Air Care Alliance,aircarealliance@email.com,1769
CND,Aero Continente Dominicana,aerocontinentedominicana@email.com,1770
CNE,Air Toronto,airtoronto@email.com,1771
CNH,Aquila Air,aquilaair@email.com,1772
CNU,Air Consul,airconsul@email.com,1773
CNX,Allcanada Express,allcanadaexpress@email.com,1774
CPF,ATS Private Company,atsprivatecompany@email.com,1775
CRD,Air Corridor,aircorridor@email.com,1776
CRF,Air Central,aircentral@email.com,1777
CRJ,Air Cruzal,aircruzal@email.com,1778
CRP,Aerotransportes Corporativos,aerotransportescorporativos@email.com,1779
CRQ,Air Creebec,aircreebec@email.com,1780
CTA,Aero Charter and Transport,aerocharterandtransport@email.com,1781
CTE,Air Tenglong,airtenglong@email.com,1782
CTR,Aerlineas Centauro,aerlineascentauro@email.com,1783
CUO,Aerocuahonte,aerocuahonte@email.com,1784
CVA,Air Chathams,airchathams@email.com,1785
CWM,Air Marshall Islands,airmarshallislands@email.com,1786
CWP,Australian Customs Service,australiancustomsservice@email.com,1787
CYL,Air One Cityliner,aironecityliner@email.com,1788
CYO,Air Transport,airtransport@email.com,1789
CYD,Access Air,accessair@email.com,1790
CYE,Aerocheyenne,aerocheyenne@email.com,1791
DAH,Air Algerie,airalgerie@email.com,1792
DAP,Aerovias DAP,aeroviasdap@email.com,1793
DBA,Air Alpha,airalpha@email.com,1794
DBD,Air Niagara Express,airniagaraexpress@email.com,1795
DEF,Aviation Defense Service,aviationdefenseservice@email.com,1796
DEG,Air Service Groningen,airservicegroningen@email.com,1797
DHI,Adam Air,adamair@email.com,1798
DHL,Astar Air Cargo,astaraircargo@email.com,1799
DHM,Archer Aviation,archeraviation@email.com,1800
DIC,Aeromedica,aeromedica@email.com,1801
DIN,Aerodin,aerodin@email.com,1802
DJA,Antinea Airlines,antineaairlines@email.com,1803
DJU,Air Djibouti,airdjibouti@email.com,1804
DLA,Air Dolomiti,airdolomiti@email.com,1805
DLS,Aero Modelo,aeromodelo@email.com,1806
DLU,Aerolineas Del Sur,aerolineasdelsur@email.com,1807
DMC,Aerodinamica de Monterrey,aerodinamicademonterrey@email.com,1808
DMI,Aeroservicios Dinamicos,aeroserviciosdinamicos@email.com,1809
DML,Aerotaxis Dosmil,aerotaxisdosmil@email.com,1810
DNA,Aerodespachos De El Salvador,aerodespachosdeelsalvador@email.com,1811
DNC,Aeroynamics Malaga,aeroynamicsmalaga@email.com,1812
DNJ,Aerodynamics Incorporated,aerodynamicsincorporated@email.com,1813
DNV,Aeroflot-Don,aeroflot-don@email.com,1814
DRD,Air Madrid,airmadrid@email.com,1815
DRM,Airways Flight Training,airwaysflighttraining@email.com,1816
DRO,Aeronaves Del Noreste,aeronavesdelnoreste@email.com,1817
DSC,Addis Air Cargo Services,addisaircargoservices@email.com,1818
DSK,Aero Algarve,aeroalgarve@email.com,1819
DST,Aex Air,aexair@email.com,1820
DVI,Aero Davinci International,aerodavinciinternational@email.com,1821
DYN,Aero Dynamics,aerodynamics@email.com,1822
EAE,Aeroservicios Ecuatorianos,aeroserviciosecuatorianos@email.com,1823
EAP,Aero-Pyrenees,aero-pyrenees@email.com,1824
EAT,Air Transport,airtransport@email.com,1825
EAY,Aero Airlines,aeroairlines@email.com,1826
EBC,Aero Ejecutivo De Baja California,aeroejecutivodebajacalifornia@email.com,1827
ECE,Air City,aircity@email.com,1828
ECG,Aero Ejecutivos RCG,aeroejecutivosrcg@email.com,1829
ECL,Aeronautica Castellana,aeronauticacastellana@email.com,1830
ECM,Aerolineas Comerciales,aerolineascomerciales@email.com,1831
EDA,Aerolineas Nacionales Del Ecuador,aerolineasnacionalesdelecuador@email.com,1832
EET,Air Este,aireste@email.com,1833
EFC,Air Mana,airmana@email.com,1834
EIN,Aer Lingus,aerlingus@email.com,1835
EJP,Aeroservicios Ejecutivos Corporativos,aeroserviciosejecutivoscorporativos@email.com,1836
ELG,Alpi Eagles,alpieagles@email.com,1837
END,Arrendoora y Transportadora Aerea,arrendooraytransportadoraaerea@email.com,1838
EOS,Eliossola,eliossola@email.com,1839
EPA,Shenzhen Donghai Airlines,shenzhendonghaiairlines@email.com,1840
ENW,Aeronaves Del Noroeste,aeronavesdelnoroeste@email.com,1841
EOL,Airailes,airailes@email.com,1842
EOM,Aero Ermes,aeroermes@email.com,1843
EPL,Aero Transportes Empresariales,aerotransportesempresariales@email.com,1844
EPS,Epps Air Service,eppsairservice@email.com,1845
EPE,Aero Empresarial,aeroempresarial@email.com,1846
EQL,Air S,airs@email.com,1847
ERG,Avianergo,avianergo@email.com,1848
ERI,Aero Servicios Regiomontanos,aeroserviciosregiomontanos@email.com,1849
ERK,Aerosec,aerosec@email.com,1850
ERM,Aeromaan,aeromaan@email.com,1851
ESB,Aerosaba,aerosaba@email.com,1852
ESO,Avitat,avitat@email.com,1853
ESU,Aerolineas Ejecutivas Del Sureste,aerolineasejecutivasdelsureste@email.com,1854
ESZ,Aeronautica Le Esperanza,aeronauticaleesperanza@email.com,1855
ETC,ATTICO,attico@email.com,1856
ETE,Aero Siete,aerosiete@email.com,1857
EUK,Air Atlanta Europe,airatlantaeurope@email.com,1858
EVE,Air Evex,airevex@email.com,1859
EVR,Aeronautical Academy of Europe,aeronauticalacademyofeurope@email.com,1860
EXG,Air Exchange,airexchange@email.com,1861
FAC,Atlantic Helicopters,atlantichelicopters@email.com,1862
FAG,Argentine Air Force,argentineairforce@email.com,1863
FAJ,Air Fiji,airfiji@email.com,1864
FAN,AF-Air International,af-airinternational@email.com,1865
FBW,Aviation Data Systems,aviationdatasystems@email.com,1866
FCI,Air Carriers,aircarriers@email.com,1867
FCO,Aerofrisco,aerofrisco@email.com,1868
